Brand,Varieties,Type,Centi_liter,Year,ABV_Percent,Price_Rupees,ABV_Category,Mili_liter,Country
Woodford Reserve,Kentucky Derby 142 Whiskey (1,Kentucky,100,NAS,2,11354,Low,1000,Kentucky
Woodford Reserve,Masters Collection - 123.6 Batch Proof Bourbon,Bourbon,70,NAS,8,14194,Low,700,United States
Woodford Reserve,Distiller's Select Bourbon Miniatures Whiskey (12 x,Bourbon,5,NAS,2,5106,Low,50,United States
Woodford Reserve,Glass & Five-Malt Stouted Mash,Bourbon,70,NAS,40,14762,High,700,United States
Woodford Reserve,Master's Collection - Five-Malt Stouted Mash,Bourbon,70,NAS,2,13513,Low,700,United States
Woodford Reserve,Glass & Distiller's Select Malt,Bourbon,70,NAS,2,4766,Low,700,United States
Woodford Reserve,Glass & Distiller's Select Straight Rye,Rye,70,NAS,2,4766,Low,700,Canada
Woodford Reserve,Glass & Double Oaked Kentucky Straight Bourbon,Kentucky,70,NAS,2,6810,Low,700,Kentucky
Woodford Reserve,Glass & Distiller's Select Bourbon,Bourbon,70,NAS,2,4538,Low,700,United States
Woodford Reserve,Glass & Kentucky Straight Wheat,Kentucky,70,NAS,2,4993,Low,700,Kentucky
Banks,7 Golden Age,Barrel,70,NAS,43,6242,Medium,700,Scotland
Banks,5 Island,Barrel,70,NAS,43,5447,Medium,700,Scotland
Egan's,Endeavour Irish,Irish,70,NAS,46,5334,Medium,700,Ireland
Cooley,Rare Find by Gleann Mor - Single Cask Rum Cask Finish Irish,Irish,70,NAS,8,17034,Low,700,Ireland
Bushmills,The Causeway Collection - Rum Cask Whiskey (UK,Very Rare,70,NAS,2,39641,Low,700,England
Connemara,Peated Irish Single Malt,Irish,70,NAS,40,7378,High,700,Ireland
Flaming Pig,Black Cask Irish,Irish,70,NAS,40,4198,High,700,Ireland
Rammstein,Irish,Irish,70,NAS,43,8174,Medium,700,Ireland
Egan's,Conviction Irish,Irish,70,NAS,46,7946,Medium,700,Ireland
The Irishman,Single Malt Irish,Irish,70,NAS,54,20102,High,700,Ireland
Berry Bros & Rudd,Classic Irish Reserve Single Malt,Irish,70,NAS,2,5106,Low,700,Ireland
Powers,Gold Label Distillers Cut,Irish,70,NAS,2,3630,Low,700,Ireland
Kyro,Malt Rye,Rye,70,NAS,2,6242,Low,700,Canada
Kyro,Wood Smoke Rye Malt,Rye,70,NAS,2,7378,Low,700,Canada
Kyro,Peat Smoke Malt Rye,Rye,70,NAS,2,7378,Low,700,Canada
Starward,Fortis Australian Single Malt,Australian,70,NAS,50,6583,High,700,Australia
Starward,Left-Field Australian Single Malt,Australian,70,NAS,40,4311,High,700,Australia
Starward,Nova Australian Single Malt,Australian,70,NAS,41,5106,Medium,700,Australia
Starward,Solera Australian Single Malt,Australian,70,NAS,43,6810,Medium,700,Australia
Starward,Vitalis 15th Anniversary Edition Australian Single Malt,Australian,70,NAS,52,14649,High,700,Australia
Starward,Octave Barrels Australian Single Malt,Australian,70,NAS,48,9628,High,700,Australia
Starward,Unexpeated Australian Single Malt,Australian,70,NAS,48,9185,High,700,Australia
Starward,Trio Gift Pack Whisky (3 x,Australian,20,NAS,7,5674,Low,200,Australia
Starward,Ginger Beer Cask #6,Australian,50,NAS,48,9082,High,500,Australia
Starward,That Boutique-Y Whisky Company Batch #1,Australian,50,NAS,56,11354,High,500,Australia
Starward,Project Release - Dolce,Australian,50,NAS,48,11354,High,500,Australia
Starward,Tawny Port Cask,Australian,50,NAS,48,9650,High,500,Australia
Starward,Two Fold Double Grain Australian Single Malt,Australian,70,NAS,40,5674,High,700,Australia
Starward,(New) Old Fashioned Whisky Cocktail Whisky,Australian,50,NAS,32,7378,Low,500,Australia
Shizuoka,1st Edition - Pot Still K 100% Imported Barley,Barrel,70,NAS,5,22714,Low,700,Scotland
Shizuoka,1st Edition - United S Single Malt Japanese,Japanese,70,NAS,5,13058,Low,700,Japan
Shizuoka,1st Edition - Pot Still W 100% Imported Barley,Japanese,70,NAS,5,17034,Low,700,Japan
Shizuoka,1st Edition - Pot Still K 100% Japanese Barley,Japanese,70,NAS,5,26122,Low,700,Japan
Shizuoka,Automotive Icons Series Vol. 1 Toyota 2000GT,Japanese,70,NAS,4,51114,Low,700,Japan
Waterford,Biodynamic Cuvee Luna 2024 Single Malt Irish,Irish,70,NAS,50,9991,High,700,Ireland
Waterford,Heritage Goldthorpe Single Malt Irish,Irish,70,NAS,50,10559,High,700,Ireland
Waterford,Cuvee Koffi Single Malt Irish,Irish,70,NAS,50,8514,High,700,Ireland
Waterford,The Cuvee Argot Single Malt Irish,Irish,70,NAS,47,6242,High,700,Ireland
Waterford,Arcadian Series Gaia Organic 2.1 Irish,Irish,70,NAS,50,8174,High,700,Ireland
Waterford,Single Farm Origin Series Grattansbrook 1.1,Irish,70,NAS,50,7946,High,700,Ireland
Waterford,Single Farm Origin Series Lakefield 1.1,Irish,70,NAS,50,10218,High,700,Ireland
Waterford,Single Farm Origin Series Hook Head 1.1,Irish,70,NAS,50,7946,High,700,Ireland
Waterford,Arcadian Series Organic Gaia 1.1 - Irish Single Malt,Irish,70,NAS,50,9082,High,700,Ireland
Waterford,Single Farm Origin Series Ballymorgan 1.1 Irish,Irish,70,NAS,50,10218,High,700,Ireland
Waterford,Single Farm Origin Series Sheestown 1.1 Irish,Irish,70,NAS,50,10218,High,700,Ireland
Waterford,Single Farm Origin Series Bannow Island 1.1 Irish,Irish,70,NAS,50,10218,High,700,Ireland
Waterford,Single Farm Origin Series Ballykilcavan 1.1 Irish,Irish,70,NAS,50,10218,High,700,Ireland
Waterford,Arcadian Farm Origin Series Lacken 1.1 Peated,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,Heritage Hunter 1.1 Irish,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,Single Farm Origin Series Ballybannon 1.1 Peated,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,Luna Biodynamic Single Malt,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,The Cuvee Single Malt Irish,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,Micro Cuvee - Lomhar Single Malt Irish,Irish,70,NAS,50,7378,High,700,Ireland
Waterford,Single Farm Origin Series Ballymorgan 1.2,Irish,70,NAS,50,7378,High,700,Ireland
Teeling,Single Irish Pot Still,Irish,70,NAS,46,5106,Medium,700,Ireland
Teeling,Irish Single Malt,Irish,70,NAS,46,5561,Medium,700,Ireland
Teeling,Single Grain Irish,Irish,70,NAS,46,4993,Medium,700,Ireland
Teeling,Rising Reserve No. 3 Single Malt Irish,Irish,70,NAS,46,22146,Medium,700,Ireland
Teeling,Wonders Of Wood Vol 3 - Virgin Swedish Oak,Swedish,70,NAS,50,10786,High,700,Sweden
Teeling,Small Batch Cask Glass Pack,Swedish,70,NAS,46,5674,Medium,700,Sweden
Teeling,Dark Porter - Small Batch Collaboration - 2022 Release,Swedish,70,NAS,46,5674,Medium,700,Sweden
Teeling,Wonders Of Wood Edition 1 Irish Pot Still,Irish,70,NAS,50,34074,High,700,Ireland
Teeling,Renaissance Batch #5 Irish Single Malt,Irish,70,NAS,46,34074,Medium,700,Ireland
Teeling,Single Malt,Irish,70,NAS,43,100985,Medium,700,Ireland
Teeling,Amber Ale Small Batch Collaboration Dot Brew,Irish,70,NAS,46,6810,Medium,700,Ireland
Teeling,Black Pitts - Peated Single Malt Irish,Irish,70,NAS,46,6356,Medium,700,Ireland
Teeling,Renaissance Batch #2 Irish Single Malt,Irish,70,NAS,46,34074,Medium,700,Ireland
Teeling,Ginger Beer - Small Batch Collaboration Vol 1 - 2020 Release,Irish,70,NAS,46,17034,Medium,700,Ireland
Teeling,Vintage Reserve Collection Single Malt,Irish,70,NAS,46,79514,Medium,700,Ireland
Teeling,Silver Reserve Irish,Irish,70,NAS,46,85194,Medium,700,Ireland
Teeling,Small Batch Irish,Irish,70,NAS,46,7378,Medium,700,Ireland
Teeling,Pineapple Rum Cask #2 - Small Batch Collaboration - 2022 Release,Irish,70,NAS,2,7378,Low,700,Ireland
Teeling,Ginger Beer - Small Batch Collaboration - 2022 Release,Irish,70,NAS,46,7378,Medium,700,Ireland
Teeling,Vintage Reserve - Single Malt Irish,Irish,70,NAS,46,7378,Medium,700,Ireland
